Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
400935,2020-11-25 14:36:38,3595111028444131,fraud_Gulgowski LLC,home,56.33,Jeffery,Sanders,M,5278 Sarah Station Apt. 009,Cardwell,MO,63829,36.0434,-90.2907,1120,Television floor manager,1957-04-17,0fde18f1c3a75ea19826917864cc93e4,1385390198,36.608095,-90.698138,0
455040,2020-12-09 08:47:08,213180742685905,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,299.2,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,4d902b60fa8c2e689c07e7881b588568,1386578828,39.927532,-124.069815,1
36872,2020-07-04 08:16:28,5456712664803820,"fraud_Kihn, Abernathy and Douglas",shopping_net,9.14,Pamela,Matthews,F,36659 Smith Club Apt. 080,Llano,NM,87543,36.1486,-105.6648,247,Architectural technologist,1961-10-24,d8bec478af371b2c345b15a6f3cb779d,1372925788,36.973844,-105.835234,0
295178,2020-10-10 18:50:47,4247921790666,fraud_Gerhold LLC,home,146.25,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,190ed03a7a2a5de6e48f3f53eac17ec8,1381431047,38.771325,-83.680091,0
175593,2020-08-22 02:46:26,213161293389774,fraud_Luettgen PLC,gas_transport,84.85,Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",1968-06-24,ef8e423d584ba564d4a4a4bce07c7d1e,1377139586,42.784596,-78.672961,0
72028,2020-07-16 02:03:17,4198470814557,fraud_Bernhard Inc,gas_transport,44.53,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,10caab051b981a78e0ec4ea32fd0cd08,1373940197,42.142522,-96.149964,0
149290,2020-08-11 22:55:30,2284059275940012,fraud_Auer-West,shopping_net,1042.58,Thomas,Mathis,M,26615 Nelson Lane,Moores Hill,IN,47032,39.0945,-85.0638,3289,Sub,1969-11-22,03943ff78a83d9d976608ab4fe95de16,1376261730,39.461273,-85.966818,1
327874,2020-10-25 03:58:03,180040027502291,fraud_Welch Inc,misc_net,307.9,Mary,Schmidt,F,022 Moore Island,New York City,NY,10162,40.7699,-73.9511,1577385,Audiological scientist,1957-12-29,56c0c4ece051c5fd7b07507287dbdf3f,1382673483,40.327813,-73.031677,0
339611,2020-10-29 21:55:45,3576281490078437,fraud_Pfeffer and Sons,shopping_pos,127.99,Chris,Dixon,M,919 Miller Isle,Williams,IN,47470,38.7735,-86.6285,1735,Financial adviser,1990-06-13,80482596ae97372ad1355434cdb96f11,1383083745,38.95163,-86.23131500000001,0
447696,2020-12-07 23:02:21,30518196150127,fraud_Nienow PLC,entertainment,419.94,Karen,Sullivan,F,6313 Scott Trace,Rossville,IL,60963,40.3625,-87.6692,1807,"Buyer, retail",1975-06-02,ae8a47e0c03262ce4b076bb0cbf9810d,1386457341,39.924457,-88.538191,1
346110,2020-11-01 22:55:23,4904681492230012,fraud_Padberg-Sauer,home,111.37,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,79d617e7eeb8cb63032cf9bb48836538,1383346523,42.844374,-74.34638199999999,0
217750,2020-09-06 20:02:54,4904681492230012,"fraud_Koss, Hansen and Lueilwitz",home,279.9,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,d080700bc549361862602ec092171037,1378497774,41.120673,-74.98668599999999,1
65904,2020-07-13 22:48:07,3540075240003197,"fraud_Quitzon, Green and Bashirian",shopping_pos,984.39,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1987-01-27,454ff3ce096a4441691eba51245794fe,1373755687,43.602685,-92.969851,1
313135,2020-10-18 14:59:45,30238755902988,fraud_Jast Ltd,shopping_net,1.01,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,cb82b1134ac1d2b07fd7a959cfd36262,1382108385,29.644053000000003,-97.593331,0
378437,2020-11-16 02:00:14,378006354724784,fraud_Stracke-Lemke,grocery_pos,304.53,Christopher,Matthews,M,433 John Heights Apt. 849,Etlan,VA,22719,38.5095,-78.2638,395,Senior tax professional/tax inspector,1982-01-07,7142bd99e4b55b64eacf026cfe97bae0,1384567214,39.106353000000006,-77.712448,1
269451,2020-09-28 22:49:44,60495593109,"fraud_Zboncak, Rowe and Murazik",shopping_net,1000.49,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,38727838926f6a4237a6346daa7605d4,1380408584,32.91472,-97.668378,1
307743,2020-10-15 22:23:49,341542810616333,fraud_Botsford PLC,home,372.73,Billy,Mcdonald,M,304 Ryan Port Suite 335,Camden,MO,64017,39.2048,-94.0259,464,Colour technologist,1959-05-28,9793bddfe935da0d12bc6db9430f9830,1381875829,39.986908,-94.848004,1
28342,2020-06-30 15:15:09,4653879239169997,"fraud_Bahringer, Schoen and Corkery",shopping_pos,7.68,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,56ca2924e597e429dc63b731eb8e3953,1372605309,36.914135,-85.279219,0
498207,2020-12-19 15:15:17,4683520018489354,fraud_Lind-Buckridge,entertainment,110.41,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19,58f3a6afcc4c09c9157db8604a473fb0,1387466117,32.953344,-117.430965,0
310894,2020-10-17 15:38:59,375848982312810,"fraud_Haley, Batz and Auer",health_fitness,92.38,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,1943-12-15,def63d3ad944c9d4cb66e51f901b978c,1382024339,30.583579,-97.057297,0
129756,2020-08-05 03:17:47,4727244663135968,fraud_Cole PLC,grocery_pos,292.51,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,1929-05-30,b529022f0859431202f74e1efae95664,1375672667,30.939598,-87.826081,1
45810,2020-07-06 22:08:55,30197398657930,fraud_Bode-Schuster,kids_pets,23.1,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987-09-19,617e2b77c41ea75d0f07688cc937641a,1373148535,36.140824,-78.523526,1
528773,2020-12-26 08:37:42,371284424780634,fraud_Eichmann-Russel,misc_pos,9.31,Jeremy,Moore,M,574 Patricia Extensions,Lubbock,TX,79413,33.5466,-101.8871,254282,"Doctor, general practice",1952-01-29,2fc2a72fb015475e451ead59f197751d,1388047062,32.891468,-101.009035,0
81872,2020-07-19 23:15:44,2703186189652095,fraud_Ullrich Ltd,kids_pets,17.41,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",1988-03-09,3f9a7e00a75941a8e99541469f23c850,1374275744,36.305746,-80.929714,1
405160,2020-11-27 23:55:15,676275912597,fraud_Mante Group,misc_net,836.06,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,93890bb392dbc35874e9f405555e03e5,1385596515,44.738191,-84.83429699999999,1
464284,2020-12-11 23:19:33,4560395181594436016,fraud_Thompson-Gleason,health_fitness,19.45,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,bfde75d978bb9905a4a8c87440692a4c,1386803973,39.25188,-122.490946,1
208392,2020-09-01 23:25:33,4642255475285942,"fraud_Hintz, Bauch and Smith",health_fitness,9.42,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,45a5076665dbd20459a2d347bcd233b3,1378077933,39.964861,-109.589206,0
345877,2020-11-01 21:09:35,4646845581490336108,fraud_Botsford PLC,home,40.54,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,320f79ece4c524d183672b53a749eb51,1383340175,41.365342,-72.202513,0
463561,2020-12-11 19:36:42,6011360759745864,fraud_Champlin-Casper,home,46.1,Steven,Williams,M,231 Flores Pass Suite 720,Edinburg,VA,22824,38.8432,-78.6003,6018,"Designer, multimedia",1947-08-21,8e58009de46826a25807c3974ecffea1,1386790602,38.465112,-78.301358,0
416511,2020-12-01 01:42:47,30266994494236,fraud_Pacocha-O'Reilly,grocery_pos,341.52,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,1976-11-21,f5d8457ca0d3d4c850f7893fab3f092e,1385862167,36.418006,-78.14205,1
405115,2020-11-27 23:34:59,676275912597,fraud_Gerlach Inc,shopping_net,957.9,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,07b18357966795a9b071d9ff599b7705,1385595299,45.451729,-85.966786,1
21937,2020-06-28 23:24:26,3581130339108561,fraud_Fisher-Schowalter,shopping_net,1142.66,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,6cc195cdb0c39f3ab5d2b1a5860b86a2,1372461866,41.894724,-81.866035,1
188911,2020-08-26 02:10:44,4512828414983801773,fraud_Schumm PLC,shopping_net,834.55,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,035a6b81ecab0b0f6e9ae7d9717cea3b,1377483044,38.907559,-79.095668,1
540605,2020-12-28 16:01:18,375248307838179,fraud_Renner Ltd,home,35.98,Joshua,Mendoza,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237,38.8564,-80.158,571,Accounting technician,1967-09-16,62d1da358e0f2a37b9a5cc7ea9faba70,1388246478,39.572054,-80.560662,0
71440,2020-07-15 18:58:40,3579200383632826,fraud_Lemke-Gutmann,shopping_net,932.64,Tyler,Small,M,047 Kevin Haven,Boyd,WI,54726,44.9437,-91.0294,1690,IT trainer,1975-12-24,1663f15f0d49fa2df0ee7a2510214413,1373914720,45.727734000000005,-90.696716,1
405159,2020-11-27 23:54:57,3513506355699497,fraud_Bashirian Group,shopping_net,1071.14,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966-05-29,b2e1f47d26a43b1ffdaac5962f34b8be,1385596497,32.742388,-90.008881,1
147365,2020-08-11 12:40:04,3558881852140592,fraud_Jacobi Inc,health_fitness,17.61,Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,86018,35.2563,-111.95,759,"Geologist, engineering",1957-03-28,1aa09098521969014cf0aa484e27e472,1376224804,35.272909000000006,-111.374646,0
2804,2020-06-22 06:13:18,4972228199573984,fraud_Rodriguez Group,gas_transport,53.77,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1960-04-08,e1ed4547f5eec2d05772dac1b7432bf8,1371881598,33.282456,-95.170006,0
438819,2020-12-06 13:59:22,3564182536169293,"fraud_Langworth, Boehm and Gulgowski",shopping_net,1099.03,Brenda,Johnson,F,56160 Nicholas Isle,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist (medical),1962-03-04,009ae31d7187e430c030336f337923d7,1386338362,39.684015,-81.623829,1
211206,2020-09-03 17:42:00,180011453250192,fraud_Streich Ltd,home,68.86,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,28038f6e9b836c0cfc79035fc8b9127b,1378230120,40.439404,-90.927653,0
49791,2020-07-07 22:24:08,630451534402,fraud_Torphy-Kertzmann,health_fitness,96.14,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,1f4012dcf157d4507318c037e7631f92,1373235848,46.300449,-87.27676899999999,0
101003,2020-07-26 18:59:40,6011504998544485,fraud_Padberg-Sauer,home,53.44,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,32a65c68b10a86fc7da445dd36f30d31,1374865180,32.542607000000004,-87.656911,0
433126,2020-12-05 06:35:14,213156747557083,fraud_Wolf Inc,grocery_pos,274.68,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,4c8d1f2dfdbf15e696f2b4c1ff9098a6,1386225314,33.778195000000004,-118.849826,1
553700,2020-12-31 12:21:14,213102873001603,fraud_Morissette-Schaefer,personal_care,3.35,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,be08820e71900246e4e4b0d6c61804a6,1388492474,44.628766,-123.998683,0
354356,2020-11-05 05:26:11,2229378226512508,fraud_Hackett-Lueilwitz,grocery_pos,316.34,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,2c04608cbdd488f19adac44b8733b265,1383629171,42.696423,-90.933113,1
157725,2020-08-15 22:30:12,4634955908138648,fraud_Watsica LLC,personal_care,15.99,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,48a464f2d34e5923491ef734cb8718a3,1376605812,40.977626,-96.840625,1
517082,2020-12-22 21:40:06,4900628639996,fraud_Homenick LLC,personal_care,101.23,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,b679531ffb32ae69ee3530fab1be3eb6,1387748406,34.088262,-118.452914,0
48140,2020-07-07 14:14:05,30197398657930,fraud_Romaguera and Sons,travel,7.9,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987-09-19,bfb91e431a38e7b68ff7b554caa5115d,1373206445,36.276271,-78.626088,1
422759,2020-12-02 03:46:31,377834944388609,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,324.22,Michael,Jackson,M,539 Underwood Divide,Pea Ridge,AR,72751,36.4539,-94.118,6434,Product designer,1967-08-28,76d2136f4ad5089b78d424faead62673,1385955991,36.67066,-94.352258,1
27311,2020-06-30 09:03:18,343819048608995,"fraud_Roob, Conn and Tremblay",shopping_pos,9.15,Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,41.5855,-93.6719,222785,Wellsite geologist,1956-01-24,c390f67187c262178ea23a87b3d2261c,1372582998,40.813824,-94.509237,0
50266,2020-07-08 02:51:09,4713464490314802,fraud_O'Keefe-Hudson,grocery_pos,309.7,Wesley,Parker,M,7452 Browning Port,Mc Intosh,SD,57641,45.7084,-101.1546,295,"Designer, industrial/product",1981-01-26,275321908f279f69e165b8414afd1c73,1373251869,45.027484,-101.388104,1
215843,2020-09-06 02:52:39,4904681492230012,fraud_Kozey-Boehm,shopping_net,1074.89,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,acf5ab009cf57b72d7111c797ad5fd8c,1378435959,41.793532,-73.942409,1
412302,2020-11-30 12:27:47,370877495212014,"fraud_Weber, Thiel and Hammes",kids_pets,13.21,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984-03-06,f951a536c490afa9a3b768b47b49e994,1385814467,36.356023,-81.79634,0
241079,2020-09-16 03:31:01,342952484382519,"fraud_Boehm, Predovic and Reinger",misc_pos,871.31,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,1987-09-26,08935e641fae6db8644e91cedd6204c0,1379302261,41.446311,-73.981542,1
221801,2020-09-08 02:48:16,344709867813900,"fraud_Mosciski, Gislason and Mertz",grocery_pos,184.52,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,6e84d0a792de07e7f64b909de8821c87,1378608496,26.587236,-80.805419,0
90151,2020-07-22 03:08:16,5388659976630693,"fraud_Ruecker, Beer and Collier",shopping_net,1.47,Charles,Preston,M,5364 William Harbor,Seneca,WI,54654,43.2064,-90.9405,153,Quantity surveyor,1962-02-14,86160586ec54d6b8596e6242a2e7262a,1374462496,43.421449,-91.381455,0
454878,2020-12-09 07:20:48,3511378610369890,fraud_Cummings LLC,gas_transport,73.4,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,160708eca9b1b4b99706d08ff23beb41,1386573648,35.308429,-86.140198,0
112663,2020-07-30 14:42:12,4908846471916297,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,1.4,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,4044178df9fe66b181f8ebe8107a5462,1375195332,32.824118,-97.010188,0
375337,2020-11-14 22:00:18,30487648872433,fraud_Kuhic Inc,grocery_pos,280.0,Stephanie,Crane,F,144 Martinez Curve,Central,IN,47110,38.097,-86.1723,350,Counsellor,1955-01-05,115748031d1cd75da67fe3f36fa3535f,1384466418,37.64114,-86.863674,1
256452,2020-09-22 22:16:45,630441765090,fraud_Pollich LLC,home,19.26,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,1965-07-26,c7c29137836e964524befa69a12b53c4,1379888205,31.357776,-98.05828,0
138152,2020-08-08 23:41:56,376445266762684,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,22.93,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,51e8bfa7fa6deacc3cc6eed911b20dfd,1376005316,42.016051,-101.568851,1
258299,2020-09-24 01:08:52,30270432095985,"fraud_Labadie, Treutel and Bode",shopping_net,1004.38,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,5cc792fddcf3fa7401ab5cf43cd18d28,1379984932,40.862011,-90.144127,1
195609,2020-08-29 09:01:32,4502539526809429801,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,1.49,Stephanie,Cummings,F,1025 Robin Square,Ash Flat,AR,72513,36.2201,-91.6421,2856,Hydrologist,1926-08-27,d91e5dde989e3656ac39821aa95769b0,1377766892,37.011985,-91.894429,0
78388,2020-07-18 22:37:13,30551643947183,fraud_Boyer PLC,shopping_net,5.51,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,75463ae30e6d267eeb70923582f8d35a,1374187033,34.652421000000004,-82.400945,0
378263,2020-11-16 00:15:30,378006354724784,fraud_Spinka Inc,grocery_net,12.05,Christopher,Matthews,M,433 John Heights Apt. 849,Etlan,VA,22719,38.5095,-78.2638,395,Senior tax professional/tax inspector,1982-01-07,c24eecf1545f04249caf3630f2840c7e,1384560930,38.611908,-78.429325,1
453968,2020-12-08 23:22:03,3545109339866548,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,775.14,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,588dbb82e3e89ac3da5f838443c9c2c1,1386544923,32.814743,-90.185711,1
244474,2020-09-18 07:21:11,3523843138706408,"fraud_Heller, Gutmann and Zieme",grocery_pos,77.01,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1970-11-20,580f9f68aa90f0ffb9de0c2f03b7dab4,1379488871,33.247749,-86.14394399999999,0
218647,2020-09-07 03:48:13,4623560839669,"fraud_Schumm, Bauch and Ondricka",grocery_pos,362.27,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,1954-07-15,e7d4e2c280169592aa5557648d1edbe4,1378525693,42.262765,-95.382949,1
1034,2020-06-21 18:02:45,573860193545,fraud_Kuhic LLC,shopping_net,8.8,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1986-07-23,80a20e8638b23c65672e67b1d7feeef7,1371837765,41.745952,-88.032608,0
37051,2020-07-04 10:28:50,4989847570577635369,fraud_Cole PLC,grocery_pos,349.74,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,641d2681ddc413095cd3053900738738,1372933730,33.595316,-81.34936,1
108834,2020-07-28 19:14:08,4198470814557,fraud_Fritsch and Sons,health_fitness,107.33,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,fff5c37c970b8f38f8cee61cb531670c,1375038848,41.794637,-95.379601,0
34001,2020-07-03 00:41:07,3589255887819806,"fraud_Moen, Reinger and Murphy",grocery_pos,278.04,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,97bbc042914e545105dd6bbbec258021,1372812067,39.31171,-77.683835,1
121745,2020-08-03 00:39:40,4653879239169997,fraud_Barton Inc,grocery_pos,298.35,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,1c75cb866bb4b25a3b44155c04fb58b7,1375490380,37.356155,-85.517653,1
2650,2020-06-22 04:58:25,3524574586339330,fraud_Schumm PLC,shopping_net,967.86,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633000000000003,-80.4031,105638,"Librarian, public",1986-05-07,4ee010ce369915da173469857effcea5,1371877105,28.218323,-80.97967,1
134048,2020-08-07 07:35:02,6595970453799027,"fraud_Harris, Gusikowski and Heaney",grocery_net,10.87,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,0e7bb135ec2801b8c33c6dace11a0248,1375860902,40.104288,-75.053949,1
523651,2020-12-24 21:46:53,30044330818990,fraud_Jast and Sons,food_dining,60.25,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,ae78f8f0e07e1f2f90a27a06c2693966,1387921613,25.86447,-81.938386,0
470195,2020-12-13 12:02:36,6011148190095209,"fraud_Mosciski, Ziemann and Farrell",shopping_net,94.48,Terri,Bailey,F,508 Erin Mount,Daly City,CA,94015,37.6787,-122.478,107941,"Buyer, industrial",1991-10-04,5988f7a6dbc5485dda9c984e7681480f,1386936156,38.264501,-121.722842,0
148722,2020-08-11 20:04:25,2252055259910912,fraud_Bogisich-Weimann,kids_pets,61.99,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1991-08-19,fb025de8491ae1dc6a9aad70b8915c03,1376251465,43.918562,-89.531634,0
38964,2020-07-05 03:17:59,213186334552049,fraud_DuBuque LLC,grocery_pos,122.98,Andrea,Perkins,F,37426 Olson Villages,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,1972-09-13,49400ded06fa875e7a65f3a9f918df89,1372994279,42.231732,-78.946421,0
361301,2020-11-08 18:22:08,2475085306462014,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,855.0,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,1993-10-12,1bc39bda09000eb17556d4de8593a989,1383934928,45.088596,-95.520364,1
